ID,show_title,confirmation_date,character_name,race,gender,orientation,role,representation
tt8009622,Twelve Forever,7/29/2019,Mack,N/A,Hombre Cis,Indeterminado,Personaje Recurrente,Explícito
tt8009622,Twelve Forever,7/29/2019,Reggie Abbott,Blanco,Mujer Cis,Queer,Personaje Principal,Explícito
tt8146766,Victor and Valentino,3/30/2019,Xochi Jalapeno,POC,Mujer Cis,Indeterminado,Personaje Recurrente,Explícito
tt5580664,Voltron: Legendary Defender,6/10/2016,Takashi Shirogane,POC,Hombre Cis,Gay,Personaje Principal,Explícito
tt5580664,Voltron: Legendary Defender,6/10/2016,Curtis,POC,Hombre Cis,Gay,Personaje Invitado,Explícito
tt5580664,Voltron: Legendary Defender,6/10/2016,Adam,POC,Hombre Cis,Gay,Personaje Principal,Explícito
tt0383718,W.I.T.C.H.,12/18/2004,Irma Lair,Blanco,Mujer Cis,Lesbiana,Personaje Principal,Implícito
tt0383718,W.I.T.C.H.,2/12/2005,Nerissa,Blanco,Mujer Cis,Bisexual,Personaje Recurrente,Implícito
tt0383718,W.I.T.C.H.,8/21/2006,Cassidy,Blanco,Mujer Cis,Lesbiana,Personaje Recurrente,Implícito
tt1641384,Young Justice,7/9/2019,Wyynde,POC,Hombre Cis,Gay,Personaje Invitado,Explícito
tt1641384,Young Justice,11/26/2010,Kaldur'ahm,POC,Hombre Cis,Poliamoroso,Personaje Principal,Explícito
tt1641384,Young Justice,6/2/2012,Bart Allen,Blanco,Hombre Cis,Gay,Personaje Recurrente,Explícito
tt1641384,Young Justice,5/26/2012,Ed Dorado Jr.,POC,Hombre Cis,Gay,Personaje Recurrente,Implícito
tt1641384,Young Justice,11/26/2010,Marie Logan,Blanco,Mujer Cis,Lesbiana,Personaje Invitado,Implícito
tt1641384,Young Justice,1/25/2019,Harper Row,Blanco,Mujer Cis,Bisexual,Personaje Invitado,Implícito
tt1641384,Young Justice,1/4/2019,Violet Harper,POC,No Binario,Indeterminado,Personaje Recurrente,Explícito
